"hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests"
"City Hotel,1,332,2017,July,26,1,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,113.4,0,2"
"Resort Hotel,0,47,2017,May,21,24,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,89.0,0,1"
"Resort Hotel,0,12,2017,May,20,16,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,99.0,1,1"
"City Hotel,0,176,2016,September,37,8,0,3,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient-Party,125.1,0,0"
"Resort Hotel,1,125,2016,September,38,11,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,181.0,0,0"
"Resort Hotel,0,8,2017,May,20,16,0,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,115.0,0,1"
"City Hotel,1,15,2015,August,35,27,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,80.0,0,1"
"City Hotel,0,138,2015,July,30,25,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0"
"City Hotel,0,49,2017,June,24,15,0,3,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1"
"City Hotel,0,100,2016,April,18,25,1,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,92.65,0,2"
"City Hotel,1,23,2016,May,21,21,1,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,156.0,0,0"
"City Hotel,0,91,2017,February,8,21,0,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,127.8,0,2"
"City Hotel,0,44,2016,April,17,23,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,24.0,,0,Transient-Party,95.0,0,1"
"City Hotel,0,74,2016,May,19,2,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,90.95,0,0"
"City Hotel,0,186,2017,July,28,9,2,2,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,147.9,0,1"
"City Hotel,0,43,2015,October,43,24,2,2,1,0.0,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,147.25,0,1"
"Resort Hotel,1,57,2015,September,40,29,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,54.4,0,1"
"City Hotel,0,19,2017,February,9,26,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,2"
"City Hotel,1,130,2017,June,23,8,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.33,0,0"
"Resort Hotel,1,30,2016,March,12,19,2,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,339.0,,0,Transient,55.0,0,0"
"Resort Hotel,1,93,2016,January,2,6,2,6,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,47.6,0,1"
"City Hotel,0,29,2016,December,49,2,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,85.0,0,0"
"City Hotel,1,15,2017,May,18,5,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,170.0,0,1"
"City Hotel,0,189,2017,August,35,28,1,1,3,0.0,0,HB,RUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,187.2,0,0"
"City Hotel,0,220,2016,September,38,17,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient-Party,156.0,0,1"
"City Hotel,1,92,2017,March,11,15,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,85.0,0,0"
"Resort Hotel,1,247,2017,May,22,28,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.1,0,0"
"City Hotel,0,11,2017,January,4,23,1,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77.0,,0,Transient-Party,65.0,0,0"
"City Hotel,1,15,2017,February,7,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,95.0,0,0"
"Resort Hotel,0,16,2015,December,49,3,6,13,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,104.0,,0,Transient,26.26,0,0"
"City Hotel,0,183,2016,August,32,3,1,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient-Party,112.0,0,1"
"Resort Hotel,0,35,2015,November,45,6,4,7,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0"
"City Hotel,1,44,2016,February,8,17,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,3,Transient,75.0,0,0"
"Resort Hotel,1,13,2016,August,33,12,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,256.0,0,0"
"City Hotel,1,123,2017,May,22,28,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,89.1,0,0"
"City Hotel,0,280,2016,August,33,12,0,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,F,2,No Deposit,8.0,,0,Transient,198.9,1,2"
"City Hotel,0,65,2016,September,37,9,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,1"
"Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient-Party,55.0,0,0"
"Resort Hotel,0,32,2016,October,44,24,1,1,2,0.0,1,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,6.0,,0,Transient,40.0,0,1"
"City Hotel,1,9,2016,December,51,16,1,2,2,0.0,0,SC,IDN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.0,0,0"
"City Hotel,0,7,2017,January,4,26,0,3,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.05,1,0"
"City Hotel,0,151,2016,July,29,15,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,105.3,0,1"
"City Hotel,1,88,2017,February,7,12,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,21,Transient,80.0,0,0"
"Resort Hotel,0,131,2017,April,16,16,2,5,2,0.0,0,HB,CHE,Groups,TA/TO,0,0,0,A,A,0,No Deposit,493.0,,0,Contract,80.0,0,1"
"City Hotel,1,75,2016,May,22,26,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0"
"City Hotel,0,12,2016,October,43,21,0,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1"
"City Hotel,1,129,2017,May,18,4,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1"
"City Hotel,0,75,2016,November,45,5,2,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,106.08,0,0"
"Resort Hotel,0,0,2017,April,18,30,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,100.0,1,0"
"City Hotel,0,0,2016,January,4,18,1,1,1,0.0,0,BB,GRC,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,64.5,0,0"
"City Hotel,0,208,2017,August,31,2,0,1,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,157.0,0,1"
"City Hotel,0,10,2015,November,49,29,2,1,2,1.0,0,BB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,93.33,0,2"
"City Hotel,0,27,2016,September,37,9,2,2,2,0.0,0,BB,IRN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,86.0,,0,Transient-Party,167.2,0,0"
"City Hotel,1,19,2016,February,8,15,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,2"
"City Hotel,0,64,2016,October,42,15,2,3,3,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,109.65,0,1"
"City Hotel,0,0,2017,January,1,2,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,6,58,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0"
"Resort Hotel,0,81,2016,March,11,9,0,3,3,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,C,0,No Deposit,115.0,,0,Transient-Party,86.55,0,0"
"Resort Hotel,0,115,2015,September,39,24,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,147.0,,0,Transient,48.54,0,0"
"Resort Hotel,0,385,2016,October,43,19,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,55.0,1,0"
"Resort Hotel,0,160,2016,July,30,18,1,3,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient,102.8,0,0"
"City Hotel,1,138,2017,August,31,5,1,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,147.25,0,0"
"City Hotel,0,180,2016,May,19,2,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,100.0,0,1"
"City Hotel,1,63,2017,February,7,14,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1"
"Resort Hotel,0,5,2015,November,48,28,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,29.0,0,0"
"City Hotel,0,58,2017,January,3,15,3,5,3,0.0,0,BB,CYP,Groups,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,100.0,0,2"
"Resort Hotel,1,92,2016,August,35,23,2,5,1,0.0,0,FB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,5.0,,0,Transient,175.34,0,0"
"Resort Hotel,0,165,2017,July,27,3,1,3,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,C,C,3,No Deposit,250.0,,0,Transient,172.2,0,3"
"City Hotel,0,57,2017,April,16,21,0,2,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,F,D,0,No Deposit,14.0,,0,Transient,112.5,0,0"
"Resort Hotel,1,19,2017,May,18,5,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,105.0,0,1"
"City Hotel,0,5,2016,December,53,30,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,139.0,1,1"
"City Hotel,1,147,2016,April,15,4,1,3,0,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9.0,,0,Transient-Party,6.0,0,1"
"Resort Hotel,0,61,2016,March,12,19,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,2"
"City Hotel,1,36,2015,August,32,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0"
"City Hotel,0,5,2015,November,46,10,0,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,76.58,0,1"
"City Hotel,1,59,2017,March,10,11,1,1,2,0.0,0,BB,CN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,98.0,0,0"
"City Hotel,0,183,2017,August,34,21,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,117.0,0,3"
"Resort Hotel,0,23,2016,July,29,15,0,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,160.0,0,1"
"City Hotel,0,70,2017,February,7,15,0,4,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,B,0,No Deposit,,242.0,0,Transient-Party,78.0,0,0"
"City Hotel,1,69,2016,June,25,12,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0"
"City Hotel,0,4,2016,February,9,26,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,108.0,0,0"
"City Hotel,0,87,2015,November,47,20,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,49.07,0,0"
"Resort Hotel,0,2,2017,May,19,8,1,0,2,2.0,0,BB,PRT,Online TA,Direct,0,0,1,G,G,0,No Deposit,240.0,,0,Transient,152.0,1,3"
"City Hotel,0,50,2015,November,46,11,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,0"
"City Hotel,0,35,2017,February,6,9,2,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,71.0,0,0"
"City Hotel,0,12,2016,February,6,5,1,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,130.0,0,1"
"City Hotel,0,61,2015,November,48,23,1,2,1,0.0,0,BB,EGY,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0"
"City Hotel,0,59,2016,February,6,6,2,2,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0"
"City Hotel,0,158,2017,March,13,27,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0,1"
"City Hotel,1,11,2016,May,20,9,5,10,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,1,No Deposit,,153.0,0,Transient,95.0,0,0"
"City Hotel,1,135,2017,June,26,30,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30.0,,0,Transient,130.0,0,0"
"Resort Hotel,1,154,2016,October,43,17,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,49.25,0,0"
"Resort Hotel,1,59,2017,January,1,4,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.0,0,2"
"Resort Hotel,0,277,2015,October,41,6,2,5,1,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,50.16,0,0"
"Resort Hotel,0,236,2015,August,35,28,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,123.6,0,1"
"Resort Hotel,0,64,2016,November,48,23,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,29.0,0,0"
"City Hotel,1,196,2017,May,21,27,1,1,1,0.0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,2"
"City Hotel,0,15,2016,February,8,19,0,1,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,,67.0,0,Transient-Party,81.0,1,0"
"City Hotel,0,17,2015,September,39,26,2,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,,0,Transient-Party,170.0,0,0"
"City Hotel,1,164,2016,October,44,24,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.2,0,0"
"City Hotel,0,15,2017,April,17,27,0,1,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,435.0,0,Transient,95.0,0,0"
"City Hotel,0,24,2016,May,23,29,1,0,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.0,0,2"
"City Hotel,1,64,2016,November,47,18,1,2,1,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.4,0,1"
"City Hotel,0,396,2017,June,26,25,2,0,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,95.5,0,1"
"City Hotel,0,8,2016,November,48,23,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.38,0,1"
"City Hotel,0,377,2016,October,42,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1"
"City Hotel,0,119,2016,August,34,16,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,0,1"
"Resort Hotel,1,292,2015,October,43,21,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208.0,,0,Transient-Party,36.5,0,0"
"City Hotel,1,92,2015,September,40,30,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0"
"City Hotel,0,39,2017,August,35,28,1,1,1,0.0,0,BB,DEU,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,451.0,0,Transient,95.0,0,0"
"City Hotel,0,80,2016,June,26,23,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,1"
"City Hotel,0,29,2016,December,49,2,0,2,1,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,A,4,No Deposit,,,0,Transient-Party,66.18,0,1"
"City Hotel,0,130,2017,March,12,23,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,2"
"Resort Hotel,0,97,2017,May,20,16,2,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,85.59,0,0"
"City Hotel,1,58,2017,February,6,5,2,0,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0"
"City Hotel,1,3,2015,November,49,30,1,0,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,D,D,0,No Deposit,45.0,,0,Transient,0.0,0,2"
"City Hotel,1,92,2015,September,40,30,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0"
"City Hotel,0,19,2015,December,52,23,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,77.25,0,1"
"Resort Hotel,1,40,2016,August,35,27,2,6,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,202.13,0,2"
"City Hotel,1,113,2016,October,41,8,2,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,190.8,0,1"
"City Hotel,0,5,2016,August,34,17,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,127.0,1,2"
"City Hotel,1,17,2015,December,49,5,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,107.0,0,0"
"Resort Hotel,1,33,2017,February,6,11,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,0"
"City Hotel,0,0,2017,May,18,3,0,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,2"
"City Hotel,1,173,2017,March,12,24,2,6,2,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,84.73,0,0"
"City Hotel,1,87,2015,September,37,11,0,1,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,68.0,0,Transient-Party,100.0,0,0"
"Resort Hotel,1,59,2016,October,41,5,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,89.0,0,1"
"Resort Hotel,1,60,2016,April,15,3,2,0,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,89.0,0,2"
"City Hotel,0,33,2017,February,7,13,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,132.13,1,2"
"City Hotel,1,204,2017,May,21,27,2,2,2,0.0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.6,0,2"
"City Hotel,0,0,2015,October,44,29,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98.0,,0,Transient,130.0,0,0"
"City Hotel,1,90,2017,March,13,27,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,1"
"City Hotel,1,159,2016,August,33,7,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,0,0"
"City Hotel,1,88,2016,November,47,18,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.6,0,1"
"Resort Hotel,0,6,2017,May,19,9,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,371.0,0,Transient,76.0,0,0"
"Resort Hotel,1,181,2016,July,30,17,4,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.0,0,2"
"City Hotel,1,224,2016,December,53,29,2,3,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.11,0,0"
"City Hotel,1,206,2017,April,17,28,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,3"
"Resort Hotel,1,206,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,240.0,,0,Transient,55.25,0,1"
"Resort Hotel,0,76,2016,December,52,18,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,57.0,,0,Transient,47.0,0,1"
"City Hotel,1,6,2017,March,10,10,2,3,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,152.0,0,0"
"City Hotel,0,69,2016,July,30,19,0,3,3,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,140.7,0,1"
"Resort Hotel,0,15,2016,September,38,11,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,179.0,1,1"
"City Hotel,1,49,2016,March,12,17,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.1,0,1"
"City Hotel,0,233,2016,September,36,3,1,1,1,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,73.0,0,0"
"Resort Hotel,0,177,2017,July,27,3,2,5,3,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient-Party,175.57,0,1"
"Resort Hotel,0,49,2017,February,9,26,2,0,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,67.0,0,0"
"City Hotel,0,185,2016,August,33,10,2,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.45,0,1"
"Resort Hotel,1,222,2015,September,38,15,1,5,2,0.0,0,FB,PRT,Groups,Corporate,0,25,0,A,A,0,Non Refund,252.0,,0,Transient,49.95,0,0"
"Resort Hotel,1,266,2017,February,7,18,2,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,87.0,0,1"
"City Hotel,0,23,2017,May,20,16,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,129.2,0,1"
"Resort Hotel,1,149,2016,August,34,18,1,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,256.75,0,0"
"Resort Hotel,0,126,2016,May,22,25,0,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,241.0,,0,Transient,66.98,1,1"
"City Hotel,0,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0"
"City Hotel,1,32,2017,May,21,22,1,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,270.0,0,0"
